WARNING 2024-12-08 14:35:06,708 log Not Found: /api/
WARNING 2024-12-19 08:49:13,334 log Not Found: /api/customers/1/
WARNING 2024-12-19 08:49:13,503 log Not Found: /api/customers/1/
WARNING 2024-12-19 08:49:13,647 log Not Found: /api/customers/1/
WARNING 2024-12-19 08:49:13,793 log Not Found: /api/customers/1/
WARNING 2024-12-19 08:49:13,954 log Not Found: /api/customers/1/
WARNING 2024-12-19 08:49:14,171 log Not Found: /api/customers/1/
WARNING 2024-12-19 09:14:51,702 log Unauthorized: /api/login/
WARNING 2024-12-19 09:15:54,174 log Not Found: /api/customers/0/
WARNING 2024-12-19 09:15:54,359 log Not Found: /api/customers/0/
WARNING 2024-12-19 09:15:54,531 log Not Found: /api/customers/0/
WARNING 2024-12-19 09:15:54,729 log Not Found: /api/customers/0/
WARNING 2024-12-19 09:20:33,918 log Not Found: /api/customers/2/
INFO 2024-12-19 10:17:47,829 autoreload Watching for file changes with StatReloader
DEBUG 2024-12-19 10:17:47,829 autoreload Waiting for apps ready_event.
DEBUG 2024-12-19 10:17:47,864 autoreload Apps ready_event triggered. Sending autoreload_started signal.
DEBUG 2024-12-19 10:17:47,870 autoreload Watching dir /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/rest_framework/templates with glob **/*.
DEBUG 2024-12-19 10:17:47,870 autoreload Watching dir /home/fennyfeins/srv/webserver/stromszky/backend/api/templates with glob **/*.
DEBUG 2024-12-19 10:17:47,870 autoreload Watching dir /home/fennyfeins/srv/webserver/stromszky/backend/locale with glob **/*.mo.
DEBUG 2024-12-19 10:17:47,870 autoreload Watching dir /home/fennyfeins/srv/webserver/stromszky/backend/api/locale with glob **/*.mo.
DEBUG 2024-12-19 10:17:47,870 autoreload Watching dir /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/corsheaders/locale with glob **/*.mo.
DEBUG 2024-12-19 10:17:47,870 autoreload Watching dir /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/rest_framework/locale with glob **/*.mo.
DEBUG 2024-12-19 10:17:47,959 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/db/backends/mysql/creation.py first seen with mtime 1733653708.677701
DEBUG 2024-12-19 10:17:47,959 autoreload File /usr/lib/python3.12/asyncio/futures.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,959 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/db/backends/base/schema.py first seen with mtime 1733653708.675701
DEBUG 2024-12-19 10:17:47,959 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/utils/tree.py first seen with mtime 1733653708.730701
DEBUG 2024-12-19 10:17:47,959 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/template/loaders/cached.py first seen with mtime 1733653708.719701
DEBUG 2024-12-19 10:17:47,959 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/core/checks/security/base.py first seen with mtime 1733653708.660701
DEBUG 2024-12-19 10:17:47,959 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/views/generic/edit.py first seen with mtime 1733653708.7357008
DEBUG 2024-12-19 10:17:47,959 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/rest_framework/schemas/coreapi.py first seen with mtime 1733653785.6536465
DEBUG 2024-12-19 10:17:47,959 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/contrib/messages/constants.py first seen with mtime 1733653708.502701
DEBUG 2024-12-19 10:17:47,959 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/conf/locale/__init__.py first seen with mtime 1733653708.0387008
DEBUG 2024-12-19 10:17:47,959 autoreload File /usr/lib/python3.12/email/header.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,959 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/sqlparse/filters/tokens.py first seen with mtime 1733653707.9337008
DEBUG 2024-12-19 10:17:47,959 autoreload File /usr/lib/python3.12/asyncio/base_subprocess.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,959 autoreload File /usr/lib/python3.12/email/iterators.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,959 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/db/models/functions/comparison.py first seen with mtime 1733653708.694701
DEBUG 2024-12-19 10:17:47,959 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/sqlparse/filters/others.py first seen with mtime 1733653707.9327009
DEBUG 2024-12-19 10:17:47,959 autoreload File /usr/lib/python3.12/logging/config.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,960 autoreload File /usr/lib/python3.12/urllib/response.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,960 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/core/cache/backends/filebased.py first seen with mtime 1733653708.658701
DEBUG 2024-12-19 10:17:47,960 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/utils/encoding.py first seen with mtime 1733653708.727701
DEBUG 2024-12-19 10:17:47,960 autoreload File /usr/lib/python3.12/re/_casefix.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,960 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/template/backends/base.py first seen with mtime 1733653708.718701
DEBUG 2024-12-19 10:17:47,960 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/rest_framework/serializers.py first seen with mtime 1733653785.6276464
DEBUG 2024-12-19 10:17:47,960 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/core/checks/files.py first seen with mtime 1733653708.6597009
DEBUG 2024-12-19 10:17:47,960 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/core/handlers/exception.py first seen with mtime 1733653708.664701
DEBUG 2024-12-19 10:17:47,960 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/core/files/images.py first seen with mtime 1733653708.661701
DEBUG 2024-12-19 10:17:47,960 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/db/backends/mysql/base.py first seen with mtime 1733653708.6767008
DEBUG 2024-12-19 10:17:47,960 autoreload File /usr/lib/python3.12/email/mime/__init__.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,960 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/sqlparse/exceptions.py first seen with mtime 1733653707.930701
DEBUG 2024-12-19 10:17:47,960 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/core/files/base.py first seen with mtime 1733653708.661701
DEBUG 2024-12-19 10:17:47,960 autoreload File /usr/lib/python3.12/email/utils.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,960 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/core/management/color.py first seen with mtime 1733653708.6667008
DEBUG 2024-12-19 10:17:47,960 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/core/mail/__init__.py first seen with mtime 1733653708.664701
DEBUG 2024-12-19 10:17:47,960 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/db/models/constraints.py first seen with mtime 1733653708.688701
DEBUG 2024-12-19 10:17:47,960 autoreload File /usr/lib/python3.12/calendar.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,960 autoreload File /usr/lib/python3.12/contextvars.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,960 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/utils/translation/trans_real.py first seen with mtime 1733653708.732701
DEBUG 2024-12-19 10:17:47,960 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/contrib/admin/sites.py first seen with mtime 1733653708.122701
DEBUG 2024-12-19 10:17:47,960 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/api/urls.py first seen with mtime 1733666619.1227663
DEBUG 2024-12-19 10:17:47,960 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/db/backends/base/creation.py first seen with mtime 1733653708.674701
DEBUG 2024-12-19 10:17:47,960 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/db/models/constants.py first seen with mtime 1733653708.688701
DEBUG 2024-12-19 10:17:47,960 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/core/cache/backends/locmem.py first seen with mtime 1733653708.658701
DEBUG 2024-12-19 10:17:47,960 autoreload File /usr/lib/python3.12/_weakrefset.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,960 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/core/files/uploadhandler.py first seen with mtime 1733653708.662701
DEBUG 2024-12-19 10:17:47,960 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/db/backends/base/introspection.py first seen with mtime 1733653708.675701
DEBUG 2024-12-19 10:17:47,960 autoreload File /usr/lib/python3.12/wsgiref/__init__.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,960 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/contrib/contenttypes/apps.py first seen with mtime 1733653708.332701
DEBUG 2024-12-19 10:17:47,960 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/template/autoreload.py first seen with mtime 1733653708.7157009
DEBUG 2024-12-19 10:17:47,960 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/contrib/staticfiles/views.py first seen with mtime 1733653708.654701
DEBUG 2024-12-19 10:17:47,960 autoreload File /usr/lib/python3.12/secrets.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/db/models/fields/related.py first seen with mtime 1733653708.693701
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/asgiref/current_thread_executor.py first seen with mtime 1733653707.987701
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/core/checks/security/csrf.py first seen with mtime 1733653708.660701
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/templatetags/i18n.py first seen with mtime 1733653708.720701
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/template/base.py first seen with mtime 1733653708.716701
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/api/serializers.py first seen with mtime 1733469847.8435373
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/db/models/functions/math.py first seen with mtime 1733653708.695701
DEBUG 2024-12-19 10:17:47,961 autoreload File /usr/lib/python3.12/importlib/__init__.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/contrib/messages/api.py first seen with mtime 1733653708.5017009
DEBUG 2024-12-19 10:17:47,961 autoreload File /usr/lib/python3.12/concurrent/futures/_base.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,961 autoreload File /usr/lib/python3.12/collections/abc.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/contrib/auth/models.py first seen with mtime 1733653708.282701
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/utils/_os.py first seen with mtime 1733653708.724701
DEBUG 2024-12-19 10:17:47,961 autoreload File /usr/lib/python3.12/wsgiref/handlers.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/utils/safestring.py first seen with mtime 1733653708.730701
DEBUG 2024-12-19 10:17:47,961 autoreload File /usr/lib/python3.12/asyncio/sslproto.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/core/cache/__init__.py first seen with mtime 1733653708.657701
DEBUG 2024-12-19 10:17:47,961 autoreload File /usr/lib/python3.12/copy.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/utils/version.py first seen with mtime 1733653708.731701
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/rest_framework/metadata.py first seen with mtime 1733653785.6246464
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/dispatch/__init__.py first seen with mtime 1733653708.697701
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/sqlparse/keywords.py first seen with mtime 1733653707.930701
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/db/migrations/state.py first seen with mtime 1733653708.686701
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/core/checks/compatibility/django_4_0.py first seen with mtime 1733653708.660701
DEBUG 2024-12-19 10:17:47,961 autoreload File /usr/lib/python3.12/email/_parseaddr.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/db/migrations/operations/__init__.py first seen with mtime 1733653708.686701
DEBUG 2024-12-19 10:17:47,961 autoreload File /usr/lib/python3.12/fnmatch.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/db/models/enums.py first seen with mtime 1733653708.6897008
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/contrib/postgres/forms/array.py first seen with mtime 1733653708.5087008
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/core/checks/compatibility/__init__.py first seen with mtime 1733653708.660701
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/core/checks/security/__init__.py first seen with mtime 1733653708.660701
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/api/__init__.py first seen with mtime 1733469847.8435373
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/contrib/sessions/middleware.py first seen with mtime 1733653708.5777009
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/contrib/contenttypes/views.py first seen with mtime 1733653708.333701
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/core/files/uploadedfile.py first seen with mtime 1733653708.662701
DEBUG 2024-12-19 10:17:47,961 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/contrib/contenttypes/__init__.py first seen with mtime 1733653708.332701
DEBUG 2024-12-19 10:17:47,962 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/forms/renderers.py first seen with mtime 1733653708.6997008
DEBUG 2024-12-19 10:17:47,962 autoreload File /usr/lib/python3.12/asyncio/queues.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,962 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/rest_framework/validators.py first seen with mtime 1733653785.6286466
DEBUG 2024-12-19 10:17:47,962 autoreload File /usr/lib/python3.12/html/entities.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,962 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/views/__init__.py first seen with mtime 1733653708.732701
DEBUG 2024-12-19 10:17:47,962 autoreload File /usr/lib/python3.12/email/parser.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,962 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/rest_framework/schemas/generators.py first seen with mtime 1733653785.6536465
DEBUG 2024-12-19 10:17:47,962 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/contrib/admin/templatetags/admin_urls.py first seen with mtime 1733653708.2387009
DEBUG 2024-12-19 10:17:47,962 autoreload File /usr/lib/python3.12/zoneinfo/__init__.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,962 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/manage.py first seen with mtime 1733469847.8445373
DEBUG 2024-12-19 10:17:47,962 autoreload File /usr/lib/python3.12/http/__init__.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,962 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/template/backends/__init__.py first seen with mtime 1733653708.718701
DEBUG 2024-12-19 10:17:47,962 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/contrib/admin/utils.py first seen with mtime 1733653708.1237009
DEBUG 2024-12-19 10:17:47,962 autoreload File /usr/lib/python3.12/sysconfig.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,962 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/views/decorators/__init__.py first seen with mtime 1733653708.733701
DEBUG 2024-12-19 10:17:47,962 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/rest_framework/settings.py first seen with mtime 1733653785.6276464
DEBUG 2024-12-19 10:17:47,962 autoreload File /usr/lib/python3.12/json/__init__.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,962 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/sqlparse/formatter.py first seen with mtime 1733653707.930701
DEBUG 2024-12-19 10:17:47,962 autoreload File /usr/lib/python3.12/email/mime/base.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,962 autoreload File /usr/lib/python3.12/quopri.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,962 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/sqlparse/cli.py first seen with mtime 1733653707.930701
DEBUG 2024-12-19 10:17:47,962 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/core/management/commands/__init__.py first seen with mtime 1733653708.667701
DEBUG 2024-12-19 10:17:47,962 autoreload File /usr/lib/python3.12/http/server.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,962 autoreload File /usr/lib/python3.12/email/base64mime.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,962 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/db/models/functions/__init__.py first seen with mtime 1733653708.694701
DEBUG 2024-12-19 10:17:47,962 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/middleware/common.py first seen with mtime 1733653708.714701
DEBUG 2024-12-19 10:17:47,962 autoreload File /usr/lib/python3.12/collections/__init__.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,962 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/contrib/contenttypes/admin.py first seen with mtime 1733653708.332701
DEBUG 2024-12-19 10:17:47,962 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/contrib/auth/validators.py first seen with mtime 1733653708.283701
DEBUG 2024-12-19 10:17:47,962 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/contrib/staticfiles/__init__.py first seen with mtime 1733653708.652701
DEBUG 2024-12-19 10:17:47,962 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/views/generic/detail.py first seen with mtime 1733653708.7357008
DEBUG 2024-12-19 10:17:47,962 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/contrib/messages/utils.py first seen with mtime 1733653708.502701
DEBUG 2024-12-19 10:17:47,963 autoreload File /usr/lib/python3.12/email/_encoded_words.py first seen with mtime 1730917939.0
DEBUG 2024-12-19 10:17:47,963 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/contrib/sessions/backends/base.py first seen with mtime 1733653708.5777009
DEBUG 2024-12-19 10:17:47,963 autoreload File /home/fennyfeins/srv/webserver/stromszky/backend/venv/lib/python3.12/site-packages/django/db/models/functions/text.py first seen with mtime 1733653708.695701
